@relation 1merLabeled

@attribute A real 
@attribute R real
@attribute N real
@attribute D real
@attribute C real
@attribute E real
@attribute Q real
@attribute G real
@attribute H real
@attribute I real
@attribute L real
@attribute K real
@attribute M real
@attribute F real
@attribute P real
@attribute S real
@attribute T real
@attribute W real
@attribute Y real
@attribute V real
@attribute errorPercent real

@data
0.118,0.059,0.235,0.059,0.000,0.118,0.000,0.000,0.000,0.059,0.059,0.000,0.000,0.000,0.059,0.059,0.059,0.059,0.000,0.059,0.0745695175750676
0.000,0.000,0.000,0.000,0.077,0.154,0.077,0.000,0.077,0.231,0.154,0.077,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.077,0.0696674727932285
0.087,0.043,0.043,0.087,0.043,0.043,0.130,0.043,0.043,0.043,0.130,0.000,0.000,0.000,0.043,0.043,0.043,0.000,0.000,0.130,0.0593733896732969
0.077,0.077,0.000,0.000,0.077,0.000,0.000,0.077,0.000,0.077,0.231,0.000,0.077,0.000,0.077,0.000,0.077,0.000,0.154,0.000,0.0562446284866005
0.071,0.000,0.000,0.000,0.000,0.071,0.000,0.071,0.000,0.000,0.143,0.071,0.000,0.000,0.000,0.071,0.143,0.000,0.143,0.214,0.0620290729300752
0.000,0.000,0.091,0.000,0.000,0.091,0.182,0.000,0.091,0.091,0.000,0.000,0.091,0.000,0.182,0.091,0.091,0.000,0.000,0.000,0.130374826919789
0.167,0.083,0.083,0.000,0.083,0.000,0.000,0.083,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.083,0.083,0.000,0.083,0.000,0.0893512661911821
0.000,0.000,0.053,0.105,0.000,0.105,0.053,0.158,0.053,0.000,0.053,0.053,0.000,0.053,0.000,0.053,0.105,0.053,0.053,0.053,0.0712830074144735
0.077,0.000,0.077,0.154,0.000,0.077,0.000,0.000,0.077,0.000,0.154,0.077,0.000,0.000,0.000,0.077,0.077,0.077,0.000,0.077,0.082770379643019
0.062,0.000,0.000,0.125,0.000,0.062,0.000,0.125,0.000,0.000,0.250,0.062,0.000,0.000,0.000,0.062,0.062,0.000,0.000,0.188,0.0485996705107084
0.083,0.000,0.083,0.083,0.000,0.083,0.000,0.083,0.000,0.167,0.083,0.083,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.083,0.0810285448667836
0.200,0.000,0.000,0.067,0.000,0.200,0.000,0.000,0.000,0.000,0.067,0.133,0.000,0.000,0.133,0.067,0.133,0.000,0.000,0.000,0.144251979168104
0.083,0.000,0.000,0.000,0.000,0.250,0.167,0.000,0.000,0.083,0.083,0.083,0.000,0.083,0.000,0.083,0.000,0.000,0.000,0.083,0.0842995558552353
0.182,0.000,0.000,0.091,0.000,0.091,0.000,0.091,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.091,0.091,0.091,0.091,0.091,0.0937115477073266
0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.071,0.071,0.071,0.071,0.071,0.214,0.071,0.000,0.071,0.143,0.0627901388297234
0.143,0.000,0.000,0.071,0.000,0.143,0.071,0.000,0.000,0.143,0.000,0.071,0.000,0.071,0.000,0.143,0.071,0.000,0.000,0.071,0.0745189814334613
0.000,0.077,0.000,0.000,0.000,0.154,0.000,0.077,0.000,0.000,0.154,0.000,0.000,0.000,0.154,0.000,0.231,0.000,0.000,0.154,0.0826585355329584
0.000,0.091,0.000,0.000,0.000,0.273,0.000,0.091,0.000,0.000,0.273,0.000,0.000,0.000,0.091,0.091,0.000,0.000,0.000,0.091,0.069620483241645
0.095,0.048,0.095,0.048,0.000,0.143,0.143,0.000,0.048,0.048,0.048,0.000,0.000,0.000,0.000,0.095,0.048,0.000,0.048,0.095,0.0822997499337216
0.056,0.000,0.056,0.056,0.000,0.056,0.000,0.111,0.000,0.056,0.111,0.056,0.000,0.000,0.056,0.111,0.222,0.000,0.000,0.056,0.0713260825004814
0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.077,0.000,0.000,0.000,0.231,0.077,0.231,0.000,0.000,0.231,0.101052594522284
0.000,0.000,0.231,0.077,0.000,0.000,0.077,0.000,0.077,0.000,0.385,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.0744467714013396
0.000,0.000,0.000,0.059,0.000,0.118,0.000,0.118,0.000,0.059,0.059,0.059,0.000,0.059,0.000,0.118,0.235,0.000,0.000,0.118,0.0645206619002654
0.000,0.091,0.000,0.000,0.000,0.000,0.182,0.091,0.000,0.000,0.000,0.000,0.000,0.182,0.273,0.000,0.091,0.000,0.000,0.091,0.0756912966885056
0.000,0.000,0.083,0.083,0.000,0.083,0.083,0.167,0.000,0.083,0.000,0.083,0.083,0.000,0.000,0.000,0.083,0.000,0.083,0.083,0.0972028031285218
0.125,0.062,0.000,0.125,0.000,0.125,0.062,0.000,0.000,0.062,0.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.188,0.0445192188276204
0.000,0.000,0.000,0.083,0.000,0.083,0.083,0.000,0.000,0.083,0.167,0.083,0.000,0.083,0.000,0.167,0.000,0.083,0.000,0.083,0.0513541717986501
0.100,0.100,0.000,0.000,0.000,0.000,0.100,0.000,0.100,0.100,0.300,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.100,0.0772647015217069
0.000,0.000,0.000,0.111,0.056,0.056,0.000,0.111,0.000,0.056,0.000,0.056,0.000,0.056,0.167,0.167,0.167,0.000,0.000,0.000,0.081125839531773
0.077,0.000,0.000,0.077,0.000,0.154,0.000,0.154,0.000,0.077,0.077,0.077,0.000,0.000,0.000,0.077,0.077,0.077,0.077,0.000,0.0669513755411319
0.000,0.000,0.100,0.100,0.000,0.350,0.050,0.100,0.000,0.050,0.000,0.050,0.050,0.000,0.000,0.000,0.050,0.000,0.050,0.050,0.0777625453015351
0.100,0.000,0.000,0.100,0.000,0.100,0.100,0.000,0.000,0.000,0.200,0.100,0.000,0.000,0.000,0.100,0.200,0.000,0.000,0.000,0.112937790176151
0.062,0.062,0.000,0.000,0.000,0.000,0.188,0.062,0.125,0.062,0.000,0.000,0.000,0.062,0.000,0.125,0.125,0.000,0.062,0.062,0.124864169085374
0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.111,0.222,0.111,0.111,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.0824034705285649
0.077,0.000,0.077,0.000,0.000,0.154,0.231,0.000,0.000,0.077,0.000,0.077,0.000,0.000,0.000,0.000,0.154,0.000,0.000,0.154,0.106114014603951
0.120,0.040,0.040,0.000,0.000,0.120,0.000,0.040,0.120,0.080,0.040,0.000,0.000,0.000,0.160,0.040,0.080,0.000,0.000,0.120,0.0915819204519087
0.000,0.000,0.091,0.091,0.091,0.091,0.000,0.091,0.091,0.091,0.000,0.091,0.091,0.091,0.000,0.000,0.000,0.000,0.091,0.000,0.0912454449042733
0.211,0.053,0.000,0.000,0.000,0.263,0.000,0.105,0.000,0.053,0.105,0.000,0.000,0.000,0.053,0.000,0.053,0.000,0.000,0.105,0.0652973145780052
0.083,0.000,0.000,0.000,0.000,0.167,0.083,0.083,0.000,0.083,0.167,0.083,0.000,0.000,0.000,0.083,0.083,0.000,0.000,0.083,0.0750060663295754
0.000,0.000,0.000,0.077,0.000,0.000,0.077,0.000,0.077,0.154,0.231,0.077,0.000,0.000,0.077,0.154,0.077,0.000,0.000,0.000,0.0674981701414304
0.000,0.036,0.071,0.036,0.000,0.000,0.000,0.571,0.000,0.000,0.000,0.000,0.000,0.071,0.071,0.036,0.000,0.000,0.107,0.000,0.0751082123128863
0.000,0.091,0.091,0.000,0.000,0.091,0.091,0.000,0.182,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.273,0.000,0.000,0.091,0.292088482230713
0.000,0.000,0.000,0.083,0.000,0.083,0.083,0.083,0.000,0.083,0.083,0.083,0.000,0.000,0.083,0.000,0.083,0.000,0.000,0.250,0.083129050795429
0.091,0.091,0.000,0.000,0.091,0.000,0.000,0.091,0.000,0.182,0.273,0.000,0.000,0.000,0.091,0.000,0.091,0.000,0.000,0.000,0.0611843726231668
0.000,0.091,0.000,0.000,0.091,0.000,0.091,0.000,0.000,0.091,0.273,0.000,0.000,0.091,0.000,0.091,0.000,0.000,0.000,0.182,0.0537960075741161
0.294,0.000,0.000,0.059,0.000,0.000,0.000,0.059,0.118,0.059,0.176,0.059,0.059,0.000,0.000,0.059,0.000,0.000,0.000,0.059,0.0726091076163887
0.154,0.077,0.000,0.000,0.000,0.077,0.154,0.077,0.000,0.000,0.077,0.000,0.154,0.000,0.000,0.154,0.000,0.000,0.000,0.077,0.0951856762819711
0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.200,0.300,0.000,0.100,0.000,0.100,0.000,0.100,0.000,0.000,0.000,0.0556118571066632
0.105,0.053,0.000,0.000,0.053,0.105,0.105,0.000,0.105,0.000,0.053,0.000,0.000,0.000,0.105,0.053,0.053,0.000,0.000,0.211,0.102055241895797
0.000,0.000,0.083,0.000,0.000,0.083,0.083,0.000,0.167,0.000,0.167,0.083,0.000,0.000,0.083,0.167,0.083,0.000,0.000,0.000,0.225217657696831
0.000,0.000,0.000,0.154,0.077,0.077,0.000,0.077,0.000,0.154,0.000,0.077,0.000,0.154,0.000,0.000,0.154,0.000,0.077,0.000,0.0577212419641636
0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.167,0.000,0.000,0.167,0.083,0.000,0.083,0.167,0.000,0.167,0.000,0.000,0.083,0.07472802908022
0.111,0.000,0.111,0.111,0.000,0.000,0.000,0.000,0.111,0.000,0.111,0.111,0.000,0.000,0.000,0.000,0.111,0.111,0.111,0.000,0.10266029398503
0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.375,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.0650448319017985
0.000,0.067,0.000,0.133,0.000,0.200,0.067,0.200,0.067,0.067,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.067,0.067,0.136709566353959
0.167,0.083,0.167,0.083,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.167,0.083,0.000,0.091164005479935
0.000,0.000,0.000,0.000,0.000,0.154,0.154,0.077,0.077,0.077,0.231,0.077,0.000,0.000,0.000,0.000,0.154,0.000,0.000,0.000,0.0689425256700893
0.000,0.100,0.100,0.100,0.000,0.000,0.100,0.000,0.000,0.100,0.200,0.000,0.100,0.000,0.000,0.100,0.000,0.000,0.000,0.100,0.065723630228016
0.040,0.040,0.120,0.080,0.000,0.160,0.040,0.080,0.040,0.040,0.080,0.000,0.040,0.120,0.040,0.000,0.040,0.000,0.040,0.000,0.0538557720542963
0.043,0.043,0.043,0.087,0.000,0.087,0.043,0.043,0.087,0.087,0.043,0.000,0.000,0.043,0.043,0.130,0.087,0.043,0.000,0.043,0.0684974424167204
0.071,0.000,0.000,0.000,0.071,0.071,0.000,0.000,0.000,0.143,0.071,0.143,0.000,0.071,0.286,0.000,0.071,0.000,0.000,0.000,0.0777750397020973
0.118,0.000,0.059,0.059,0.000,0.000,0.000,0.118,0.000,0.000,0.059,0.059,0.000,0.118,0.059,0.235,0.118,0.000,0.000,0.000,0.0727341452632793
0.031,0.031,0.031,0.094,0.000,0.125,0.000,0.031,0.062,0.062,0.031,0.000,0.000,0.094,0.062,0.125,0.062,0.031,0.000,0.125,0.0452653070990485
0.167,0.000,0.000,0.083,0.083,0.083,0.000,0.083,0.000,0.000,0.083,0.083,0.000,0.083,0.000,0.167,0.000,0.000,0.000,0.083,0.0811452434071278
0.000,0.000,0.000,0.100,0.000,0.100,0.000,0.100,0.000,0.200,0.100,0.100,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.100,0.0549235545094849
0.000,0.091,0.091,0.091,0.000,0.000,0.000,0.091,0.000,0.000,0.091,0.000,0.091,0.000,0.000,0.000,0.182,0.000,0.091,0.182,0.0766500344813599
0.067,0.000,0.067,0.000,0.067,0.000,0.000,0.067,0.067,0.000,0.133,0.067,0.000,0.000,0.133,0.067,0.200,0.000,0.067,0.000,0.111811994476228
0.154,0.077,0.000,0.077,0.000,0.077,0.000,0.000,0.077,0.077,0.154,0.000,0.000,0.077,0.000,0.154,0.000,0.000,0.000,0.077,0.053952040515198
0.154,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.154,0.154,0.077,0.000,0.077,0.077,0.077,0.154,0.000,0.000,0.000,0.0592553091376769
0.000,0.000,0.071,0.000,0.000,0.000,0.071,0.214,0.000,0.000,0.143,0.071,0.000,0.071,0.000,0.143,0.071,0.000,0.071,0.071,0.0719789608756137
0.000,0.071,0.143,0.000,0.000,0.143,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.071,0.071,0.071,0.214,0.071,0.000,0.071,0.0901193317422435
0.000,0.077,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.231,0.000,0.000,0.077,0.154,0.000,0.154,0.000,0.000,0.077,0.0578439383106935
0.000,0.100,0.000,0.100,0.100,0.200,0.000,0.000,0.000,0.100,0.100,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.100,0.100,0.0839434991403333
0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.111,0.111,0.111,0.000,0.222,0.222,0.000,0.111,0.000,0.000,0.000,0.0609452870197949
0.000,0.000,0.000,0.133,0.067,0.000,0.133,0.000,0.067,0.067,0.133,0.067,0.000,0.133,0.000,0.133,0.067,0.000,0.000,0.000,0.053315418522971
0.000,0.111,0.222,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.222,0.111,0.000,0.000,0.000,0.000,0.18824892540961
0.000,0.071,0.000,0.071,0.000,0.071,0.000,0.214,0.000,0.071,0.000,0.071,0.000,0.000,0.143,0.000,0.071,0.000,0.000,0.214,0.107819652120842
0.222,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.222,0.000,0.222,0.000,0.000,0.000,0.111,0.0697206855507655
0.031,0.000,0.062,0.062,0.000,0.094,0.031,0.094,0.031,0.031,0.094,0.031,0.000,0.125,0.031,0.094,0.031,0.000,0.000,0.156,0.0455409804363941
0.056,0.000,0.000,0.000,0.056,0.167,0.056,0.000,0.000,0.000,0.278,0.056,0.000,0.000,0.000,0.111,0.056,0.000,0.000,0.167,0.0490992889008588
0.190,0.048,0.048,0.048,0.048,0.143,0.143,0.000,0.000,0.000,0.143,0.000,0.000,0.048,0.000,0.048,0.000,0.000,0.000,0.095,0.0483678369506135
0.125,0.000,0.062,0.000,0.000,0.000,0.062,0.000,0.000,0.188,0.000,0.062,0.062,0.000,0.000,0.125,0.062,0.000,0.062,0.188,0.0506364288275368
0.167,0.083,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.083,0.167,0.000,0.083,0.000,0.083,0.167,0.0662324261576164
0.000,0.077,0.000,0.154,0.000,0.077,0.000,0.000,0.154,0.154,0.077,0.000,0.000,0.077,0.000,0.077,0.077,0.000,0.077,0.000,0.0844247099629232
0.000,0.000,0.000,0.000,0.000,0.083,0.083,0.167,0.000,0.167,0.083,0.083,0.000,0.000,0.167,0.083,0.083,0.000,0.000,0.000,0.0978963348514423
0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.111,0.111,0.111,0.000,0.111,0.000,0.111,0.000,0.111,0.000,0.0824064674909261
0.417,0.000,0.000,0.000,0.000,0.083,0.000,0.083,0.000,0.000,0.167,0.083,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.083,0.0730507289535696
0.062,0.062,0.062,0.062,0.000,0.125,0.062,0.000,0.000,0.000,0.062,0.000,0.000,0.062,0.062,0.125,0.062,0.062,0.062,0.062,0.0497542726558848
0.100,0.100,0.100,0.200,0.000,0.100,0.100,0.000,0.000,0.000,0.100,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.100,0.000,0.0870636011302751
0.182,0.000,0.182,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.091,0.091,0.091,0.091,0.000,0.091,0.000,0.000,0.091,0.000,0.0742235329743394
0.250,0.000,0.036,0.107,0.000,0.036,0.000,0.179,0.000,0.071,0.000,0.036,0.000,0.000,0.000,0.071,0.071,0.000,0.000,0.143,0.0565207145686367
0.000,0.000,0.083,0.000,0.000,0.167,0.000,0.167,0.000,0.000,0.083,0.083,0.000,0.000,0.083,0.083,0.000,0.000,0.083,0.167,0.0981290103518227
0.250,0.000,0.062,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.062,0.062,0.000,0.000,0.000,0.188,0.000,0.000,0.062,0.188,0.0809554597701149
0.000,0.000,0.000,0.273,0.000,0.091,0.000,0.091,0.000,0.091,0.000,0.091,0.000,0.000,0.182,0.091,0.000,0.000,0.000,0.091,0.125234932896163
0.074,0.000,0.148,0.111,0.037,0.000,0.000,0.111,0.037,0.111,0.111,0.037,0.000,0.000,0.037,0.037,0.037,0.000,0.037,0.074,0.0539663674658666
0.000,0.000,0.000,0.000,0.000,0.364,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.091,0.000,0.091,0.000,0.000,0.364,0.104491212441772
0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.091,0.000,0.091,0.000,0.091,0.000,0.000,0.000,0.364,0.000,0.000,0.182,0.091,0.105836349109367
0.222,0.000,0.111,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.111,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.0801056400691929
0.043,0.000,0.000,0.043,0.000,0.043,0.174,0.087,0.043,0.000,0.087,0.043,0.000,0.043,0.043,0.043,0.130,0.000,0.043,0.130,0.0596776504678155
0.059,0.059,0.059,0.000,0.000,0.176,0.118,0.059,0.059,0.059,0.294,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.059,0.0550884825680522
0.071,0.000,0.000,0.071,0.000,0.071,0.071,0.071,0.000,0.000,0.214,0.071,0.000,0.071,0.143,0.000,0.071,0.000,0.000,0.071,0.0587184616107755
0.000,0.000,0.077,0.000,0.000,0.000,0.077,0.154,0.000,0.077,0.077,0.077,0.000,0.000,0.000,0.308,0.000,0.000,0.000,0.154,0.0963886411962412
0.087,0.000,0.000,0.043,0.043,0.087,0.000,0.174,0.043,0.087,0.000,0.087,0.000,0.000,0.174,0.043,0.043,0.043,0.000,0.043,0.0842513902003987
0.222,0.056,0.000,0.056,0.000,0.167,0.000,0.056,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0.111,0.056,0.000,0.111,0.111,0.0711740387541848
0.417,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.083,0.083,0.083,0.000,0.000,0.000,0.167,0.083,0.000,0.000,0.000,0.105582944452807
0.000,0.091,0.091,0.091,0.000,0.273,0.000,0.000,0.000,0.000,0.182,0.000,0.000,0.000,0.000,0.000,0.182,0.091,0.000,0.000,0.0659240589621117
0.000,0.000,0.000,0.182,0.000,0.273,0.000,0.091,0.000,0.091,0.000,0.091,0.091,0.000,0.091,0.000,0.000,0.091,0.000,0.000,0.073820601067365
0.000,0.091,0.091,0.000,0.000,0.182,0.000,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.091,0.182,0.000,0.091,0.0713000464143338
0.067,0.067,0.133,0.000,0.000,0.067,0.067,0.067,0.000,0.067,0.000,0.000,0.000,0.000,0.067,0.133,0.133,0.000,0.133,0.000,0.100160829163688
0.000,0.000,0.111,0.000,0.111,0.222,0.000,0.000,0.111,0.000,0.056,0.056,0.056,0.056,0.000,0.056,0.000,0.000,0.111,0.056,0.0847675703495149
0.000,0.100,0.000,0.000,0.000,0.100,0.100,0.000,0.100,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.200,0.0814846074928877
0.045,0.000,0.091,0.045,0.000,0.045,0.091,0.045,0.000,0.091,0.273,0.045,0.000,0.000,0.000,0.182,0.045,0.000,0.000,0.000,0.0436101763569515
0.000,0.083,0.000,0.000,0.083,0.083,0.000,0.083,0.083,0.083,0.000,0.000,0.083,0.083,0.167,0.083,0.083,0.000,0.000,0.000,0.0982200846074181
0.133,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.067,0.067,0.333,0.067,0.000,0.000,0.067,0.000,0.000,0.000,0.067,0.133,0.04875466239063
0.000,0.000,0.000,0.000,0.000,0.000,0.182,0.091,0.000,0.273,0.182,0.091,0.000,0.000,0.182,0.000,0.000,0.000,0.000,0.000,0.0681254834132171
0.133,0.067,0.067,0.000,0.000,0.067,0.133,0.000,0.000,0.067,0.267,0.000,0.000,0.000,0.067,0.133,0.000,0.000,0.000,0.000,0.0572929210115037
0.091,0.000,0.000,0.091,0.000,0.091,0.000,0.000,0.182,0.000,0.091,0.091,0.000,0.000,0.182,0.000,0.000,0.000,0.000,0.182,0.157183587280789
0.062,0.062,0.000,0.000,0.000,0.250,0.000,0.000,0.125,0.000,0.125,0.000,0.062,0.125,0.125,0.000,0.062,0.000,0.000,0.000,0.0652066139803447
0.172,0.000,0.034,0.034,0.034,0.069,0.034,0.138,0.000,0.103,0.034,0.034,0.034,0.034,0.000,0.069,0.069,0.000,0.000,0.103,0.0433152756003291
0.143,0.000,0.000,0.036,0.000,0.071,0.036,0.071,0.000,0.036,0.143,0.036,0.000,0.000,0.000,0.036,0.250,0.000,0.036,0.107,0.0434796161294219
0.000,0.000,0.083,0.083,0.000,0.083,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.083,0.083,0.083,0.000,0.083,0.083,0.0934884071693718
0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.188,0.000,0.062,0.000,0.000,0.000,0.062,0.062,0.188,0.000,0.000,0.000,0.000,0.10229461288725
0.077,0.077,0.077,0.154,0.077,0.077,0.000,0.077,0.000,0.000,0.077,0.000,0.000,0.000,0.077,0.000,0.077,0.000,0.000,0.154,0.0873889903510765
0.067,0.067,0.067,0.000,0.000,0.133,0.133,0.067,0.000,0.000,0.067,0.000,0.067,0.067,0.067,0.067,0.133,0.000,0.000,0.000,0.0727651406335691
0.111,0.000,0.000,0.000,0.111,0.000,0.000,0.111,0.000,0.000,0.111,0.111,0.111,0.111,0.000,0.111,0.000,0.000,0.000,0.111,0.0841338166440114
0.182,0.000,0.000,0.091,0.045,0.045,0.091,0.000,0.000,0.000,0.182,0.045,0.000,0.045,0.000,0.045,0.136,0.000,0.000,0.091,0.0439681035843992
0.000,0.091,0.000,0.182,0.000,0.000,0.000,0.182,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.182,0.000,0.000,0.091,0.182,0.0998914515883055
0.125,0.125,0.000,0.125,0.125,0.000,0.250,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.165797302983191
0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.333,0.000,0.000,0.083,0.083,0.000,0.083,0.000,0.167,0.083,0.000,0.000,0.000,0.121416340014272
0.000,0.111,0.000,0.111,0.000,0.111,0.222,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.111,0.11778749822424
0.238,0.000,0.000,0.000,0.000,0.048,0.095,0.048,0.000,0.000,0.095,0.048,0.048,0.048,0.048,0.095,0.048,0.000,0.048,0.095,0.0496223608809643
0.000,0.062,0.062,0.125,0.000,0.062,0.250,0.000,0.000,0.062,0.062,0.000,0.062,0.000,0.000,0.000,0.062,0.000,0.000,0.188,0.0644792440564636
0.105,0.053,0.000,0.000,0.000,0.053,0.000,0.158,0.000,0.053,0.105,0.000,0.000,0.053,0.053,0.158,0.053,0.053,0.105,0.000,0.0442893137927186
0.000,0.111,0.111,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.333,0.0570797255980061
0.000,0.083,0.167,0.083,0.000,0.083,0.083,0.000,0.000,0.083,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.059736893057677
0.071,0.000,0.000,0.000,0.000,0.071,0.000,0.071,0.000,0.143,0.143,0.071,0.071,0.000,0.143,0.214,0.000,0.000,0.000,0.000,0.0573585919100938
0.000,0.100,0.100,0.100,0.000,0.200,0.000,0.000,0.000,0.000,0.200,0.000,0.100,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.0564278779437705
0.000,0.111,0.000,0.111,0.000,0.000,0.333,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.111,0.111,0.115763521088242
0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.083,0.000,0.083,0.000,0.000,0.083,0.000,0.000,0.000,0.0429167940496967
0.067,0.067,0.133,0.000,0.000,0.067,0.200,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.133,0.067,0.000,0.000,0.067,0.191887346170351
0.136,0.045,0.000,0.000,0.000,0.227,0.045,0.045,0.000,0.091,0.091,0.045,0.136,0.000,0.091,0.045,0.000,0.000,0.000,0.000,0.0527447333748733
0.091,0.045,0.091,0.091,0.045,0.136,0.045,0.045,0.045,0.045,0.091,0.000,0.000,0.000,0.045,0.045,0.136,0.000,0.000,0.000,0.0894236817910544
0.080,0.000,0.040,0.080,0.040,0.120,0.080,0.080,0.000,0.040,0.000,0.040,0.000,0.080,0.080,0.000,0.080,0.000,0.000,0.160,0.0541237365105718
0.000,0.000,0.000,0.067,0.000,0.067,0.133,0.200,0.000,0.067,0.067,0.067,0.000,0.067,0.000,0.067,0.133,0.000,0.000,0.067,0.0730717988629319
0.083,0.000,0.083,0.083,0.000,0.167,0.000,0.083,0.083,0.167,0.000,0.083,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.083,0.125599428629732
0.214,0.071,0.071,0.000,0.000,0.071,0.071,0.143,0.000,0.071,0.000,0.000,0.000,0.071,0.000,0.071,0.000,0.000,0.000,0.143,0.0688604509445461
0.182,0.000,0.000,0.091,0.000,0.091,0.091,0.000,0.000,0.182,0.182,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.0526964458212584
0.000,0.071,0.000,0.143,0.000,0.071,0.000,0.143,0.071,0.000,0.143,0.000,0.000,0.000,0.000,0.071,0.071,0.000,0.143,0.071,0.0806010133364393
0.091,0.091,0.000,0.091,0.000,0.182,0.091,0.091,0.000,0.091,0.000,0.000,0.000,0.091,0.000,0.000,0.091,0.091,0.000,0.000,0.071753093140972
0.077,0.000,0.077,0.077,0.000,0.077,0.000,0.000,0.077,0.000,0.000,0.077,0.000,0.154,0.077,0.231,0.000,0.000,0.000,0.077,0.0941681909056106
0.000,0.077,0.000,0.077,0.000,0.000,0.000,0.154,0.000,0.000,0.231,0.000,0.000,0.000,0.077,0.077,0.077,0.000,0.154,0.077,0.0614550911516229
0.000,0.000,0.000,0.000,0.000,0.000,0.278,0.222,0.000,0.056,0.111,0.056,0.000,0.056,0.056,0.056,0.056,0.000,0.000,0.056,0.0674349333463548
0.000,0.077,0.077,0.077,0.000,0.154,0.077,0.154,0.000,0.077,0.154,0.000,0.000,0.000,0.000,0.154,0.000,0.000,0.000,0.000,0.0856553467703785
0.000,0.071,0.143,0.000,0.000,0.000,0.214,0.071,0.071,0.000,0.143,0.000,0.000,0.071,0.143,0.000,0.071,0.000,0.000,0.000,0.10125785010314
0.154,0.000,0.038,0.038,0.077,0.000,0.000,0.115,0.038,0.038,0.192,0.038,0.000,0.077,0.000,0.038,0.038,0.000,0.077,0.038,0.0430425746782237
